Airbrushing,activity_interest
Aircraft,activity_interest
Aircraft-spotting,activity_interest
Airsoft,activity_interest
All-Terrain-vehicles,activity_interest
Alternate-reality-games,activity_interest
Amateur-Radio,activity_interest
Amateur-astronomy,activity_interest
Amateur-geology,activity_interest
Amateur-meteorology,activity_interest
American-football,activity_interest
Amusement-Park,activity_interest
Animal,activity_interest
Animal-care,activity_interest
Antiques,activity_interest
Antiquing,activity_interest
Antiquities,activity_interest
Aquariums,activity_interest
Arcade-Games,activity_interest
Archaeology,activity_interest
Archery,activity_interest
Crossbow,activity_interest
Architecture,activity_interest
Aromatherapy,activity_interest
Art-Activities,activity_interest
Collectibles,activity_interest
Art-and-Crafts,activity_interest
Art-collecting,activity_interest
antique-collecting,activity_interest
Arts-and-Crafts,activity_interest
Art,activity_interest
Artwork,activity_interest
Association-football,activity_interest
Astrology,activity_interest
Astronomy,activity_interest
Audiophilia,activity_interest
Australian-Football-League,activity_interest
Auto-audiophilia,activity_interest
Auto-racing,activity_interest
Autographs,activity_interest
Automotive-work,activity_interest
BMX-tricks,activity_interest
Back-packing,activity_interest
Backgamon,activity_interest
Backpacking,activity_interest
Badge-Collecting,activity_interest
Badminton,activity_interest
Baking,activity_interest
Ballet,activity_interest
Ballet-Dancing,activity_interest
Ballooning,activity_interest
Scuba,activity_interest
Scuba-Diving,activity_interest
Rowing,activity_interest
Sculpting,activity_interest
Sculpture,activity_interest
Seaglass-collecting,activity_interest
Seashell-collecting,activity_interest
Seashells,activity_interest
Self-Improvement,activity_interest
Self-Improvement-Courses,activity_interest
Service,activity_interest
Sewing,activity_interest
Shoes,activity_interest
Shooting-guns,activity_interest
Shooting-sport,activity_interest
Shopping,activity_interest
Shopping-for-latest-trends,activity_interest
Shortwave-listening,activity_interest
Show-Choir,activity_interest
Sightseeing,activity_interest
Singing,activity_interest
Singing-Lessons,activity_interest
Singing-games,activity_interest
composing-music,activity_interest
Skate-Boarding,activity_interest
Skateboarding,activity_interest
rollerblading,activity_interest
Skating,activity_interest
Skiing,activity_interest
Skill-games,activity_interest
playing-soccer,activity_interest
free-diving,activity_interest
diving,activity_interest
Skincare-Regime,activity_interest
Sky-diving,activity_interest
Skydiving,activity_interest
Skype,activity_interest
Sky-running,activity_interest
Sledding,activity_interest
Slot-car-racing,activity_interest
Snake,activity_interest
Snooker,activity_interest
Snorkeling,activity_interest
Snow-Biking,activity_interest
Snow-Skiing,activity_interest
Snowboarding,activity_interest
Snowmobile-Riding,activity_interest
Snowmobiles,activity_interest
Snowmobiling,activity_interest
Snowshoeing,activity_interest
Soap-making,activity_interest
Soccer,activity_interest
Social,activity_interest
Social-Networking,activity_interest
Soft-Rock,activity_interest
Softball,activity_interest
Space-Exploration,activity_interest
Speed-Skating,activity_interest
Spider,activity_interest
Spinning,activity_interest
Sport-fishing,activity_interest
Sporting-dog-field-trials,activity_interest
Sporting-interests,activity_interest
Sports,activity_interest
Sports-Cards,activity_interest
Sports-memorabilia,activity_interest
Sports-on-TV,activity_interest
Squash,activity_interest
Stained-Glass,activity_interest
Stamp-Collecting,activity_interest
Stamps,activity_interest
Stargazing,activity_interest
Stereo,activity_interest
Stocks,activity_interest
Stone-collecting,activity_interest
Street-Racing,activity_interest
Street-games,activity_interest
Sudoku-Puzzles,activity_interest
Sunbathing,activity_interest
Surfing,activity_interest
Survey-date,activity_interest
Sweepstakes,activity_interest
Sweepstake,activity_interest
Swimming,activity_interest
Swimming-pool,activity_interest
Table-Tennis,activity_interest
Table-football,activity_interest
Tabletop-games,activity_interest
Tai-Chi,activity_interest
Target-shooting,activity_interest
Tarot,activity_interest
Tarot-card-reading,activity_interest
Taxidermy,activity_interest
Team-Games,activity_interest
Telescopes,activity_interest
Ten-Pin-Bowling,activity_interest
Tennis,activity_interest
Texting,activity_interest
Theater-Sports,activity_interest
Performing-Arts,activity_interest
Theatre,activity_interest
Third-person-shooter-games,activity_interest
Thriller,activity_interest
Tie-dying,activity_interest
Tile-based-games,activity_interest
Timeshare,activity_interest
Touch-football,activity_interest
Tour-skating,activity_interest
Toys,activity_interest
Track-&amp,activity_interest
Field,activity_interest
Train-Spotting,activity_interest
Trainspotting,activity_interest
Trap,activity_interest
Travel,activity_interest
Travel-games,activity_interest
Traveling,activity_interest
Traveling-and-exploration,activity_interest
Treasure-Hunting,activity_interest
Tree-climbing,activity_interest
Trekkie,activity_interest
Trekking,activity_interest
Turtle,activity_interest
Tutoring,activity_interest
Types-of-Recreation,activity_interest
US-Travel,activity_interest
Urban-exploration,activity_interest
Vacation-cruises,activity_interest
Vacations,activity_interest
Vehicle-restoration,activity_interest
Veterans,activity_interest
Video-Games,activity_interest
Video-gaming,activity_interest
DVD,activity_interest
Video,activity_interest
Videophilia,activity_interest
Vintage-Books,activity_interest
Vintage-car,activity_interest
Vintage-clothing,activity_interest
Vitamin-supplements,activity_interest
Volleyball,activity_interest
Volunteering,activity_interest
Walking,activity_interest
Walking-and-Hiking,activity_interest
health,activity_interest
Wall-Art,activity_interest
Want-further-mailings,activity_interest
Wargames,activity_interest
Warships,activity_interest
Watching-Movies,activity_interest
Watching-Sports,activity_interest
Watching-TV,activity_interest
Water-Polo,activity_interest
Water-Skiing,activity_interest
Water-sports,activity_interest
Watercolor-Paintings,activity_interest
Weather-Forecasting,activity_interest
Weaving,activity_interest
Websites,activity_interest
Weight-training,activity_interest
Weightlifting,activity_interest
White-Water-Rafting,activity_interest
Whitewater-rafting,activity_interest
Wildlife-safari-Snorkeling-A,activity_interest
Wildlife,activity_interest
Wind-Surfing,activity_interest
Windsurfing,activity_interest
Windsurfing-Kayaking,activity_interest
Wine-Appreciation,activity_interest
Wine-Making,activity_interest
Wine-tasting,activity_interest
Wines,activity_interest
Wingsuit-flying,activity_interest
Wood-Carving,activity_interest
Wood-Working,activity_interest
Woodworking,activity_interest
Word-games,activity_interest
Politics,activity_interest
Worldbuilding,activity_interest
Worship-Team,activity_interest
Wrestling,activity_interest
Writing,activity_interest
Yachting,activity_interest
Yo-yoing,activity_interest
YoYo,activity_interest
Yoga,activity_interest
Youth-Band,activity_interest
Youth-Group,activity_interest
Zumba,activity_interest
cooperative-games,activity_interest
courses,activity_interest
deck-building-games,activity_interest
insects,activity_interest
knotting,activity_interest
leaves,activity_interest
magician,activity_interest
Fly-fishing,activity_interest
real-time-games,activity_interest
rocks,activity_interest
strategy-games,activity_interest
thematic-games,activity_interest
Aeromodeling,activity_interest
Airsofting,activity_interest
Animal-fancy,activity_interest
dogs,activity_interest
pets,activity_interest
Animals,activity_interest
Aqua-lung,activity_interest
Aquarium,activity_interest
Arts,activity_interest
Backgammon,activity_interest
Base-Jumping,activity_interest
Baseball,activity_interest
Basketball,activity_interest
Baton-Twirling,activity_interest
Beach-Volleyball,activity_interest
Sun-tanning,activity_interest
Beach,activity_interest
Beachcombing,activity_interest
Beadwork,activity_interest
Beatboxing,activity_interest
Beekeeping,activity_interest
Bell-Ringing,activity_interest
Belly-Dancing,activity_interest
Bicycle-Polo,activity_interest
Bicycling,activity_interest
Billiards,activity_interest
Bird-watching,activity_interest
Birding,activity_interest
Birdwatching,activity_interest
Blacksmithing,activity_interest
Blogging,activity_interest
BMX,activity_interest
Board-games,activity_interest
Board-sports,activity_interest
BoardGames,activity_interest
Boating,activity_interest
Body-Building,activity_interest
Bodybuilding,activity_interest
Bonsai-Tree,activity_interest
Book-collecting,activity_interest
Bookbinding,activity_interest
Boomerangs,activity_interest
Bowling,activity_interest
Boxing,activity_interest
Brazilian-jiu-jitsu,activity_interest
Breakdancing,activity_interest
Brewing-Beer,activity_interest
Bridge,activity_interest
Bridge-Building,activity_interest
Bringing-Food-To-The-Disabled,activity_interest
Building-Dollhouses,activity_interest
Bus-spotting,activity_interest
Butterfly-Watching,activity_interest
Button-Collecting,activity_interest
Cake-Decorating,activity_interest
Calligraphy,activity_interest
Camping,activity_interest
Candle-making,activity_interest
Canoeing,activity_interest
Car-Racing,activity_interest
Card-collecting,activity_interest
Cartooning,activity_interest
Casino-Gambling,activity_interest
Cave-Diving,activity_interest
Ceramics,activity_interest
Cheerleading,activity_interest
Chess,activity_interest
church-activities,activity_interest
Cigar-Smoking,activity_interest
Climbing,activity_interest
Cloud-Watching,activity_interest
Coin-Collecting,activity_interest
Collecting,activity_interest
Collecting-Antiques,activity_interest
Collecting-Artwork,activity_interest
Collecting-Hats,activity_interest
Collecting-Music-Albums,activity_interest
Collecting-RPM-Records,activity_interest
Collecting-Sports-Cards,activity_interest
Collecting-Swords,activity_interest
Color-guard,activity_interest
Coloring,activity_interest
Comic-book-collecting,activity_interest
Compose-Music,activity_interest
Computer-activities,activity_interest
Computer-programming,activity_interest
Conworlding,activity_interest
Cooking,activity_interest
Cosplay,activity_interest
Cosplaying,activity_interest
Couponing,activity_interest
Crafts,activity_interest
Creative-writing,activity_interest
Cricket,activity_interest
Crochet,activity_interest
Crocheting,activity_interest
Cross-Stitch,activity_interest
Crossword-Puzzles,activity_interest
Cryptography,activity_interest
Curling,activity_interest
Cycling,activity_interest
Dancing,activity_interest
Darts,activity_interest
Debate,activity_interest
Deltiology,activity_interest
Diecast-Collectibles,activity_interest
Digital-arts,activity_interest
Digital-Photography,activity_interest
Disc-golf,activity_interest
Do-it-yourself,activity_interest
Dodgeball,activity_interest
Dog-sport,activity_interest
Dolls,activity_interest
Dominoes,activity_interest
Dowsing,activity_interest
Drama,activity_interest
Drawing,activity_interest
Driving,activity_interest
Dumpster-Diving,activity_interest
Eating-out,activity_interest
Educational-Courses,activity_interest
Electronics,activity_interest
Element-collecting,activity_interest
Embroidery,activity_interest
Entertaining,activity_interest
Equestrianism,activity_interest
Exercise,activity_interest
Exhibition-drill,activity_interest
Falconry,activity_interest
Fast-cars,activity_interest
Felting,activity_interest
Fencing,activity_interest
Field-hockey,activity_interest
Figure-skating,activity_interest
Fire-Poi,activity_interest
Fishing,activity_interest
Fishkeeping,activity_interest
Flag-Football,activity_interest
Floorball,activity_interest
Floral-Arrangements,activity_interest
Flower-arranging,activity_interest
Flower-collecting-and-pressing,activity_interest
Fly-Tying,activity_interest
Flying,activity_interest
Footbag,activity_interest
Football,activity_interest
Foraging,activity_interest
Foreign-language-learning,activity_interest
Fossil-hunting,activity_interest
Four-Wheeling,activity_interest
Freshwater-Aquariums,activity_interest
Frisbee-Golf,activity_interest
Gambling,activity_interest
Games,activity_interest
Garage-Sale,activity_interest
Gardening,activity_interest
Genealogy,activity_interest
Geocaching,activity_interest
Ghost-hunting,activity_interest
Glassblowing,activity_interest
Glowsticking,activity_interest
Gnoming,activity_interest
Going-to-movies,activity_interest
Golf,activity_interest
Golfing,activity_interest
Gongoozling,activity_interest
Graffiti,activity_interest
Grip-Strength,activity_interest
Gun-Collecting,activity_interest
Gunsmithing,activity_interest
Gymnastics,activity_interest
Gyotaku,activity_interest
Handball,activity_interest
Handwriting-Analysis,activity_interest
Hang-gliding,activity_interest
Herping,activity_interest
Hiking,activity_interest
Home-Brewing,activity_interest
Home-Repair,activity_interest
Home-Theater,activity_interest
Homebrewing,activity_interest
Hooping,activity_interest
Horse-riding,activity_interest
Hot-air-ballooning,activity_interest
Hula-Hooping,activity_interest
Hunting,activity_interest
Ice-hockey,activity_interest
Ice-skating,activity_interest
Iceskating,activity_interest
Illusion,activity_interest
Impersonations,activity_interest
Inline-skating,activity_interest
Insect-collecting,activity_interest
Internet,activity_interest
Inventing,activity_interest
Jet-Engines,activity_interest
Jewelry-Making,activity_interest
Jigsaw-Puzzles,activity_interest
Jogging,activity_interest
Judo,activity_interest
Juggling,activity_interest
Jukskei,activity_interest
Jump-Roping,activity_interest
Kabaddi,activity_interest
Kart-racing,activity_interest
Kayaking,activity_interest
Keep-A-Journal,activity_interest
Kitchen-Chemistry,activity_interest
Kite-Boarding,activity_interest
Kite-flying,activity_interest
Kites,activity_interest
Kitesurfing,activity_interest
Knapping,activity_interest
Knife-making,activity_interest
Knife-throwing,activity_interest
Knitting,activity_interest
Lacemaking,activity_interest
Lacrosse,activity_interest
Lapidary,activity_interest
LARPing,activity_interest
Laser-tag,activity_interest
Lasers,activity_interest
Lawn-Darts,activity_interest
Learn-to-Play-Poker,activity_interest
Learning-A-Foreign-Language,activity_interest
Learning-An-Instrument,activity_interest
Learning-To-Pilot-A-Plane,activity_interest
Leather-crafting,activity_interest
Leathercrafting,activity_interest
Lego-building,activity_interest
Legos,activity_interest
Letterboxing,activity_interest
Listening-to-music,activity_interest
Locksport,activity_interest
Machining,activity_interest
Macrame,activity_interest
Magic,activity_interest
Mahjong,activity_interest
Making-Model-Cars,activity_interest
Marbles,activity_interest
Marksmanship,activity_interest
Martial-arts,activity_interest
Matchstick-Modeling,activity_interest
Meditation,activity_interest
Metal-detecting,activity_interest
Meteorology,activity_interest
Microscopy,activity_interest
Mineral-collecting,activity_interest
Model-aircraft,activity_interest
Model-building,activity_interest
Model-Railroading,activity_interest
Model-Rockets,activity_interest
Modeling-Ships,activity_interest
Models,activity_interest
Motor-sports,activity_interest
Motorcycles,activity_interest
Mountain-Biking,activity_interest
Mountain-Climbing,activity_interest
Mountaineering,activity_interest
Movie-and-movie-memorabilia-collecting,activity_interest
Mushroom-hunting,activity_interest
Musical-Instruments,activity_interest
Nail-Art,activity_interest
Needlepoint,activity_interest
Netball,activity_interest
Nordic-skating,activity_interest
Orienteering,activity_interest
Origami,activity_interest
Owning-An-Antique-Car,activity_interest
Paintball,activity_interest
Painting,activity_interest
Papermache,activity_interest
Papermaking,activity_interest
Parachuting,activity_interest
Paragliding,activity_interest
Parkour,activity_interest
People-Watching,activity_interest
Photography,activity_interest
Pigeon-racing,activity_interest
Pinochle,activity_interest
Pipe-Smoking,activity_interest
Planking,activity_interest
Playing-music,activity_interest
Playing-musical-instruments,activity_interest
Playing-team-sports,activity_interest
Poker,activity_interest
Pole-Dancing,activity_interest
Polo,activity_interest
Pottery,activity_interest
Powerboking,activity_interest
Protesting,activity_interest
Puppetry,activity_interest
Puzzles,activity_interest
Pyrotechnics,activity_interest
Quilting,activity_interest
RC-Boats,activity_interest
RC-Cars,activity_interest
RC-Helicopters,activity_interest
RC-Planes,activity_interest
Racing-Pigeons,activity_interest
Racquetball,activity_interest
Radio-controlled-car-racing,activity_interest
Rafting,activity_interest
Railfans,activity_interest
Rappelling,activity_interest
Rapping,activity_interest
Reading,activity_interest
Reading-To-The-Elderly,activity_interest
Record-collecting,activity_interest
Relaxing,activity_interest
Renaissance-Faire,activity_interest
Renting-movies,activity_interest
Rescuing-Abused,activity_interest
Abandoned-Animals,activity_interest
Robotics,activity_interest
Rock-balancing,activity_interest
Rock-climbing,activity_interest
Rock-Collecting,activity_interest
Rockets,activity_interest
Rocking-AIDS-Babies,activity_interest
Roleplaying,activity_interest
Roller-derby,activity_interest
Roller-skating,activity_interest
Rugby,activity_interest
Rugby-league-football,activity_interest
Running,activity_interest
Sailing,activity_interest
Saltwater-Aquariums,activity_interest
Sand-art,activity_interest
Sand-Castles,activity_interest
Scrapbooking,activity_interest
Sculling,activity_interest
Sea-glass-collecting,activity_interest
Self-Defense,activity_interest
Shark-Fishing,activity_interest
Shooting,activity_interest
Singing-In-Choir,activity_interest
Skeet-Shooting,activity_interest
Sketching,activity_interest
Skimboarding,activity_interest
Spending-time-with-friends,activity_interest
Slacklining,activity_interest
Sleeping,activity_interest
Slingshots,activity_interest
Soapmaking,activity_interest
Socializing,activity_interest
Speed-Cubing,activity_interest
Spelunkering,activity_interest
Spending-time-with-family,activity_interest
Stand-up-comedy,activity_interest
Stone-skipping,activity_interest
Storm-Chasing,activity_interest
Storytelling,activity_interest
String-Figures,activity_interest
Sudoku,activity_interest
Surf-Fishing,activity_interest
Survival,activity_interest
Taekwondo,activity_interest
Tatting,activity_interest
Tea-Tasting,activity_interest
Tesla-Coils,activity_interest
Tetris,activity_interest
Textiles,activity_interest
Tombstone-Rubbing,activity_interest
Tool-Collecting,activity_interest
Toy-Collecting,activity_interest
Train-Collecting,activity_interest
Triathlon,activity_interest
Tutoring-Children,activity_interest
TV-watching,activity_interest
Ultimate-Frisbee,activity_interest
Video-game-collecting,activity_interest
Vintage-cars,activity_interest
Violin,activity_interest
Volunteer,activity_interest
Warhammer,activity_interest
Watching-sporting-events,activity_interest
Weather-Watcher,activity_interest
Web-surfing,activity_interest
Working-In-A-Food-Pantry,activity_interest
Working-on-cars,activity_interest
World-Record-Breaking,activity_interest
Writing-Music,activity_interest
Writing-Songs,activity_interest
Working,activity_interest
Working-out,activity_interest
Ziplining,activity_interest
fear,mood
anger,mood
sadness,mood
joy,mood
disgust,mood
surprise,mood
trust,mood
anticipation,mood
calm,mood
friendly,mood
shame,mood
kind,mood
pity,mood
envy,mood
love,mood
suffering,mood
anxiety,mood
grief,mood
despair,mood
hate,mood
guilt,mood
pride,mood
horror,mood
shy,mood
patience,mood
reflection,mood
zen,mood
determination,mood
aggression,mood
apathy,mood
boredom,mood
depression,mood
doubt,mood
empathy,mood
embarrassment,mood
euphoria,mood
frustration,mood
gratitude,mood
hope,mood
hostile,mood
hunger,mood
hysterical,mood
lonely,mood
paranoid,mood
pleasure,mood
rage,mood
regret,mood
remorse,mood
shock,mood
sympathy,mood
motivation,mood
